210,370
270,370
330,370
390,370
450,370
510,370
570,370
630,370
690,250
750,250
810,250
880,190
940,190
1000,70
1060,70
1120,70
1180,70
1240,70
1300,310
1360,310
1420,310
1480,310
1580,370
1640,370
1700,370
1760,370
1850,310
1910,310
1960,370
2020,370
2080,370
2140,370
2380,130
2440,130
2500,130
2670,250
2730,250
2790,250
2850,250
2910,250
3165,310
3465,310
3695,310
3765,190
3825,190
3885,190
3945,370
4005,370
4065,370
4125,370
4185,370
4245,370
4305,370
4365,370
4425,370
4485,370
4545,370
4605,370
4665,370
4725,370
4785,370
4845,370
4905,370
4965,370
5025,370
5145,130
5260,370
5320,370
5380,370
5440,370
5500,370
5560,370
5620,370
5680,370
5740,370
5800,370
5860,370
5920,370
5980,370
6040,370
6100,370
6160,370
6220,370
6280,370
